s,a,s',reward,case,amount
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,763,19000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-10.24,763,19000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_CANCELLED,"A_CANCELLED,0,0,0,0,1",0.0,763,19000.0
"A_CANCELLED,0,0,0,0,1",END,END,0.0,763,19000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,7630,14000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,7630,14000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,7630,14000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,7630,14000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,7631,14000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,7631,14000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,7631,14000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,7631,14000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,7632,25000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,7632,25000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,7632,25000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-24.27,7632,25000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,7632,25000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,7632,25000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,7632,25000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,7632,25000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,7632,25000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-3.0,7632,25000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,7632,25000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-32.81,7632,25000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-1.05,7632,25000.0
"W_Call_missing_information,1,1,1,1,0",O_SELECTED,"O_SELECTED,1,1,1,1,0",0.0,7632,25000.0
"O_SELECTED,1,1,1,1,0",O_CREATED,"O_CREATED,1,1,1,1,0",0.0,7632,25000.0
"O_CREATED,1,1,1,1,0",O_SENT,"O_SENT,1,1,2,1,0",0.0,7632,25000.0
"O_SENT,1,1,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,1,2,1,0",-2.19,7632,25000.0
"W_Call_after_offer,2,1,2,1,0",O_ACCEPTED,"O_ACCEPTED,2,1,2,1,0",0.0,7632,25000.0
"O_ACCEPTED,2,1,2,1,0",A_APPROVED,"A_APPROVED,2,1,2,1,0",0.0,7632,25000.0
"A_APPROVED,2,1,2,1,0",A_REGISTERED,"A_REGISTERED,2,1,2,1,0",0.0,7632,25000.0
"A_REGISTERED,2,1,2,1,0",A_ACTIVATED,"A_ACTIVATED,2,1,2,1,0",0.0,7632,25000.0
"A_ACTIVATED,2,1,2,1,0",END,END,3750.0,7632,25000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,7633,12000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,7633,12000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-23.15,7633,12000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,7633,12000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-31.06,7633,12000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,7633,12000.0
"A_ACCEPTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,7633,12000.0
"A_FINALIZED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,7633,12000.0
"O_SELECTED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,7633,12000.0
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,7633,12000.0
"O_SENT,0,0,1,0,1",O_SELECTED,"O_SELECTED,0,0,1,0,1",0.0,7633,12000.0
"O_SELECTED,0,0,1,0,1",O_CREATED,"O_CREATED,0,0,1,0,1",0.0,7633,12000.0
"O_CREATED,0,0,1,0,1",O_SENT,"O_SENT,0,0,2,0,1",0.0,7633,12000.0
"O_SENT,0,0,2,0,1",O_SENT_BACK,"O_SENT_BACK,0,0,2,1,1",0.0,7633,12000.0
"O_SENT_BACK,0,0,2,1,1",W_Assess_application,"W_Assess_application,0,0,2,1,1",-6.69,7633,12000.0
"W_Assess_application,0,0,2,1,1",W_Call_missing_information,"W_Call_missing_information,0,1,2,1,1",-19.3,7633,12000.0
"W_Call_missing_information,0,1,2,1,1",O_SELECTED,"O_SELECTED,0,1,2,1,1",0.0,7633,12000.0
"O_SELECTED,0,1,2,1,1",O_CREATED,"O_CREATED,0,1,2,1,1",0.0,7633,12000.0
"O_CREATED,0,1,2,1,1",O_SENT,"O_SENT,0,1,3,1,1",0.0,7633,12000.0
"O_SENT,0,1,3,1,1",W_Call_after_offer,"W_Call_after_offer,1,1,3,1,1",-15.92,7633,12000.0
"W_Call_after_offer,1,1,3,1,1",O_SELECTED,"O_SELECTED,1,1,3,1,1",0.0,7633,12000.0
"O_SELECTED,1,1,3,1,1",O_CREATED,"O_CREATED,1,1,3,1,1",0.0,7633,12000.0
"O_CREATED,1,1,3,1,1",O_SENT,"O_SENT,1,1,4,1,1",0.0,7633,12000.0
"O_SENT,1,1,4,1,1",O_SELECTED,"O_SELECTED,1,1,4,1,1",0.0,7633,12000.0
"O_SELECTED,1,1,4,1,1",O_CREATED,"O_CREATED,1,1,4,1,1",0.0,7633,12000.0
"O_CREATED,1,1,4,1,1",O_SENT,"O_SENT,1,1,5,1,1",0.0,7633,12000.0
"O_SENT,1,1,5,1,1",W_Call_after_offer,"W_Call_after_offer,2,1,5,1,1",-7.95,7633,12000.0
"W_Call_after_offer,2,1,5,1,1",O_SELECTED,"O_SELECTED,2,1,5,1,1",0.0,7633,12000.0
"O_SELECTED,2,1,5,1,1",O_CREATED,"O_CREATED,2,1,5,1,1",0.0,7633,12000.0
"O_CREATED,2,1,5,1,1",O_SENT,"O_SENT,2,1,6,1,1",0.0,7633,12000.0
"O_SENT,2,1,6,1,1",W_Call_after_offer,"W_Call_after_offer,3,1,6,1,1",-4.09,7633,12000.0
"W_Call_after_offer,3,1,6,1,1",O_SELECTED,"O_SELECTED,3,1,6,1,1",0.0,7633,12000.0
"O_SELECTED,3,1,6,1,1",O_CREATED,"O_CREATED,3,1,6,1,1",0.0,7633,12000.0
"O_CREATED,3,1,6,1,1",O_SENT,"O_SENT,3,1,7,1,1",0.0,7633,12000.0
"O_SENT,3,1,7,1,1",W_Call_after_offer,"W_Call_after_offer,4,1,7,1,1",-1.71,7633,12000.0
"W_Call_after_offer,4,1,7,1,1",O_SELECTED,"O_SELECTED,4,1,7,1,1",0.0,7633,12000.0
"O_SELECTED,4,1,7,1,1",O_CREATED,"O_CREATED,4,1,7,1,1",0.0,7633,12000.0
"O_CREATED,4,1,7,1,1",O_SENT,"O_SENT,4,1,8,1,1",0.0,7633,12000.0
"O_SENT,4,1,8,1,1",W_Call_after_offer,"W_Call_after_offer,5,1,8,1,1",-7.87,7633,12000.0
"W_Call_after_offer,5,1,8,1,1",O_SELECTED,"O_SELECTED,5,1,8,1,1",0.0,7633,12000.0
"O_SELECTED,5,1,8,1,1",O_CREATED,"O_CREATED,5,1,8,1,1",0.0,7633,12000.0
"O_CREATED,5,1,8,1,1",O_SENT,"O_SENT,5,1,9,1,1",0.0,7633,12000.0
"O_SENT,5,1,9,1,1",W_Call_after_offer,"W_Call_after_offer,6,1,9,1,1",-3.05,7633,12000.0
"W_Call_after_offer,6,1,9,1,1",O_SELECTED,"O_SELECTED,6,1,9,1,1",0.0,7633,12000.0
"O_SELECTED,6,1,9,1,1",O_CREATED,"O_CREATED,6,1,9,1,1",0.0,7633,12000.0
"O_CREATED,6,1,9,1,1",O_SENT,"O_SENT,6,1,10,1,1",0.0,7633,12000.0
"O_SENT,6,1,10,1,1",W_Call_after_offer,"W_Call_after_offer,7,1,10,1,1",-2.65,7633,12000.0
"W_Call_after_offer,7,1,10,1,1",O_SELECTED,"O_SELECTED,7,1,10,1,1",0.0,7633,12000.0
"O_SELECTED,7,1,10,1,1",O_CREATED,"O_CREATED,7,1,10,1,1",0.0,7633,12000.0
"O_CREATED,7,1,10,1,1",O_SENT,"O_SENT,7,1,11,1,1",0.0,7633,12000.0
"O_SENT,7,1,11,1,1",W_Call_after_offer,"W_Call_after_offer,8,1,11,1,1",-35.14,7633,12000.0
"W_Call_after_offer,8,1,11,1,1",O_SELECTED,"O_SELECTED,8,1,11,1,1",0.0,7633,12000.0
"O_SELECTED,8,1,11,1,1",O_CREATED,"O_CREATED,8,1,11,1,1",0.0,7633,12000.0
"O_CREATED,8,1,11,1,1",O_SENT,"O_SENT,8,1,12,1,1",0.0,7633,12000.0
"O_SENT,8,1,12,1,1",W_Call_after_offer,"W_Call_after_offer,9,1,12,1,1",-8.94,7633,12000.0
"W_Call_after_offer,9,1,12,1,1",O_ACCEPTED,"O_ACCEPTED,9,1,12,1,1",0.0,7633,12000.0
"O_ACCEPTED,9,1,12,1,1",A_APPROVED,"A_APPROVED,9,1,12,1,1",0.0,7633,12000.0
"A_APPROVED,9,1,12,1,1",A_REGISTERED,"A_REGISTERED,9,1,12,1,1",0.0,7633,12000.0
"A_REGISTERED,9,1,12,1,1",A_ACTIVATED,"A_ACTIVATED,9,1,12,1,1",0.0,7633,12000.0
"A_ACTIVATED,9,1,12,1,1",END,END,1800.0,7633,12000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,7634,13000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,7634,13000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-4.26,7634,13000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,7634,13000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-23.27,7634,13000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,7634,13000.0
"A_ACCEPTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,7634,13000.0
"A_FINALIZED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,7634,13000.0
"O_SELECTED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,7634,13000.0
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,7634,13000.0
"O_SENT,0,0,1,0,1",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,1",-15.05,7634,13000.0
"W_Call_after_offer,1,0,1,0,1",O_SELECTED,"O_SELECTED,1,0,1,0,1",0.0,7634,13000.0
"O_SELECTED,1,0,1,0,1",O_CREATED,"O_CREATED,1,0,1,0,1",0.0,7634,13000.0
"O_CREATED,1,0,1,0,1",O_SENT,"O_SENT,1,0,2,0,1",0.0,7634,13000.0
"O_SENT,1,0,2,0,1",W_Call_after_offer,"W_Call_after_offer,2,0,2,0,1",-23.9,7634,13000.0
"W_Call_after_offer,2,0,2,0,1",O_SENT_BACK,"O_SENT_BACK,2,0,2,1,1",0.0,7634,13000.0
"O_SENT_BACK,2,0,2,1,1",W_Assess_application,"W_Assess_application,2,0,2,1,1",-23.46,7634,13000.0
"W_Assess_application,2,0,2,1,1",O_CANCELLED,"O_CANCELLED,2,0,2,1,1",0.0,7634,13000.0
"O_CANCELLED,2,0,2,1,1",O_SELECTED,"O_SELECTED,2,0,2,1,1",0.0,7634,13000.0
"O_SELECTED,2,0,2,1,1",O_CREATED,"O_CREATED,2,0,2,1,1",0.0,7634,13000.0
"O_CREATED,2,0,2,1,1",O_SENT,"O_SENT,2,0,3,1,1",0.0,7634,13000.0
"O_SENT,2,0,3,1,1",W_Call_after_offer,"W_Call_after_offer,3,0,3,1,1",-13.95,7634,13000.0
"W_Call_after_offer,3,0,3,1,1",O_SENT_BACK,"O_SENT_BACK,3,0,3,2,1",0.0,7634,13000.0
"O_SENT_BACK,3,0,3,2,1",W_Assess_application,"W_Assess_application,3,0,3,2,1",-15.55,7634,13000.0
"W_Assess_application,3,0,3,2,1",W_Call_missing_information,"W_Call_missing_information,3,1,3,2,1",-23.51,7634,13000.0
"W_Call_missing_information,3,1,3,2,1",O_ACCEPTED,"O_ACCEPTED,3,1,3,2,1",0.0,7634,13000.0
"O_ACCEPTED,3,1,3,2,1",A_APPROVED,"A_APPROVED,3,1,3,2,1",0.0,7634,13000.0
"A_APPROVED,3,1,3,2,1",A_REGISTERED,"A_REGISTERED,3,1,3,2,1",0.0,7634,13000.0
"A_REGISTERED,3,1,3,2,1",A_ACTIVATED,"A_ACTIVATED,3,1,3,2,1",0.0,7634,13000.0
"A_ACTIVATED,3,1,3,2,1",END,END,1950.0,7634,13000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,7635,18000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,7635,18000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,7635,18000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,7635,18000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,7636,28000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,7636,28000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-15.55,7636,28000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,7636,28000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-9.52,7636,28000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,7636,28000.0
"A_ACCEPTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,7636,28000.0
"A_FINALIZED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,7636,28000.0
"O_SELECTED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,7636,28000.0
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,7636,28000.0
"O_SENT,0,0,1,0,1",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,1",-11.48,7636,28000.0
"W_Call_after_offer,1,0,1,0,1",O_DECLINED,"O_DECLINED,1,0,1,0,1",0.0,7636,28000.0
"O_DECLINED,1,0,1,0,1",A_DECLINED,"A_DECLINED,1,0,1,0,1",0.0,7636,28000.0
"A_DECLINED,1,0,1,0,1",END,END,0.0,7636,28000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,7637,12000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,7637,12000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-2.45,7637,12000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,7637,12000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-19.8,7637,12000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,7637,12000.0
"A_ACCEPTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,7637,12000.0
"A_FINALIZED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,7637,12000.0
"O_SELECTED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,7637,12000.0
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,7637,12000.0
"O_SENT,0,0,1,0,1",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,1",-3.74,7637,12000.0
"W_Call_after_offer,1,0,1,0,1",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,1",0.0,7637,12000.0
"O_SENT_BACK,1,0,1,1,1",W_Assess_application,"W_Assess_application,1,0,1,1,1",-47.14,7637,12000.0
"W_Assess_application,1,0,1,1,1",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,1",-5.79,7637,12000.0
"W_Call_missing_information,1,1,1,1,1",O_SELECTED,"O_SELECTED,1,1,1,1,1",0.0,7637,12000.0
"O_SELECTED,1,1,1,1,1",O_CREATED,"O_CREATED,1,1,1,1,1",0.0,7637,12000.0
"O_CREATED,1,1,1,1,1",O_SENT,"O_SENT,1,1,2,1,1",0.0,7637,12000.0
"O_SENT,1,1,2,1,1",W_Call_after_offer,"W_Call_after_offer,2,1,2,1,1",-2.98,7637,12000.0
"W_Call_after_offer,2,1,2,1,1",O_SELECTED,"O_SELECTED,2,1,2,1,1",0.0,7637,12000.0
"O_SELECTED,2,1,2,1,1",O_CREATED,"O_CREATED,2,1,2,1,1",0.0,7637,12000.0
"O_CREATED,2,1,2,1,1",O_SENT,"O_SENT,2,1,3,1,1",0.0,7637,12000.0
"O_SENT,2,1,3,1,1",W_Call_after_offer,"W_Call_after_offer,3,1,3,1,1",-0.87,7637,12000.0
"W_Call_after_offer,3,1,3,1,1",O_CANCELLED,"O_CANCELLED,3,1,3,1,1",0.0,7637,12000.0
"O_CANCELLED,3,1,3,1,1",O_SELECTED,"O_SELECTED,3,1,3,1,1",0.0,7637,12000.0
"O_SELECTED,3,1,3,1,1",O_CREATED,"O_CREATED,3,1,3,1,1",0.0,7637,12000.0
"O_CREATED,3,1,3,1,1",O_SENT,"O_SENT,3,1,4,1,1",0.0,7637,12000.0
"O_SENT,3,1,4,1,1",W_Call_after_offer,"W_Call_after_offer,4,1,4,1,1",-9.22,7637,12000.0
"W_Call_after_offer,4,1,4,1,1",O_SELECTED,"O_SELECTED,4,1,4,1,1",0.0,7637,12000.0
"O_SELECTED,4,1,4,1,1",O_CREATED,"O_CREATED,4,1,4,1,1",0.0,7637,12000.0
"O_CREATED,4,1,4,1,1",O_SENT,"O_SENT,4,1,5,1,1",0.0,7637,12000.0
"O_SENT,4,1,5,1,1",W_Call_after_offer,"W_Call_after_offer,5,1,5,1,1",-5.81,7637,12000.0
"W_Call_after_offer,5,1,5,1,1",O_SELECTED,"O_SELECTED,5,1,5,1,1",0.0,7637,12000.0
"O_SELECTED,5,1,5,1,1",O_CREATED,"O_CREATED,5,1,5,1,1",0.0,7637,12000.0
"O_CREATED,5,1,5,1,1",O_SENT,"O_SENT,5,1,6,1,1",0.0,7637,12000.0
"O_SENT,5,1,6,1,1",W_Call_after_offer,"W_Call_after_offer,6,1,6,1,1",-3.58,7637,12000.0
"W_Call_after_offer,6,1,6,1,1",O_SELECTED,"O_SELECTED,6,1,6,1,1",0.0,7637,12000.0
"O_SELECTED,6,1,6,1,1",O_CREATED,"O_CREATED,6,1,6,1,1",0.0,7637,12000.0
"O_CREATED,6,1,6,1,1",O_SENT,"O_SENT,6,1,7,1,1",0.0,7637,12000.0
"O_SENT,6,1,7,1,1",O_SELECTED,"O_SELECTED,6,1,7,1,1",0.0,7637,12000.0
"O_SELECTED,6,1,7,1,1",O_CREATED,"O_CREATED,6,1,7,1,1",0.0,7637,12000.0
"O_CREATED,6,1,7,1,1",O_SENT,"O_SENT,6,1,8,1,1",0.0,7637,12000.0
"O_SENT,6,1,8,1,1",W_Call_after_offer,"W_Call_after_offer,7,1,8,1,1",-3.75,7637,12000.0
"W_Call_after_offer,7,1,8,1,1",O_ACCEPTED,"O_ACCEPTED,7,1,8,1,1",0.0,7637,12000.0
"O_ACCEPTED,7,1,8,1,1",A_APPROVED,"A_APPROVED,7,1,8,1,1",0.0,7637,12000.0
"A_APPROVED,7,1,8,1,1",A_REGISTERED,"A_REGISTERED,7,1,8,1,1",0.0,7637,12000.0
"A_REGISTERED,7,1,8,1,1",A_ACTIVATED,"A_ACTIVATED,7,1,8,1,1",0.0,7637,12000.0
"A_ACTIVATED,7,1,8,1,1",END,END,1800.0,7637,12000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,7638,15000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,7638,15000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,7638,15000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-3.2,7638,15000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,7638,15000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,7638,15000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,7638,15000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,7638,15000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,7638,15000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-8.89,7638,15000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,7638,15000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-8.07,7638,15000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-16.8,7638,15000.0
"W_Call_missing_information,1,1,1,1,0",O_SELECTED,"O_SELECTED,1,1,1,1,0",0.0,7638,15000.0
"O_SELECTED,1,1,1,1,0",O_CREATED,"O_CREATED,1,1,1,1,0",0.0,7638,15000.0
"O_CREATED,1,1,1,1,0",O_SENT,"O_SENT,1,1,2,1,0",0.0,7638,15000.0
"O_SENT,1,1,2,1,0",END,END,0.0,7638,15000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,7639,2000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,7639,2000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,7639,2000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,7639,2000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,764,10000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,764,10000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,764,10000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,764,10000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,7640,11000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,7640,11000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-9.61,7640,11000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,7640,11000.0
"A_DECLINED,0,0,0,0,1",END,END,0.0,7640,11000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,7641,20000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,7641,20000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,7641,20000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-13.23,7641,20000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,7641,20000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,7641,20000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,7641,20000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,7641,20000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,7641,20000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-17.69,7641,20000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,7641,20000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-17.81,7641,20000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-9.47,7641,20000.0
"W_Call_missing_information,1,1,1,1,0",O_CANCELLED,"O_CANCELLED,1,1,1,1,0",0.0,7641,20000.0
"O_CANCELLED,1,1,1,1,0",O_DECLINED,"O_DECLINED,1,1,1,1,0",0.0,7641,20000.0
"O_DECLINED,1,1,1,1,0",A_DECLINED,"A_DECLINED,1,1,1,1,0",0.0,7641,20000.0
"A_DECLINED,1,1,1,1,0",END,END,0.0,7641,20000.0
